"election_date","office_name","district_name","candidate_name","candidate_party_name","county_name","votes","is_winner","pct"
"2018","State Auditor","New Mexico","Brian S. Colon","Democratic","Union",371,FALSE,26.3
"2018","State Auditor","New Mexico","Brian S. Colon","Democratic","Valencia",12652,TRUE,52.2
"2018","State Auditor","New Mexico","Wayne A. Johnson","Republican","Valencia",11603,FALSE,47.8
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Bernalillo",149874,TRUE,63.9
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Bernalillo",84709,FALSE,36.1
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Catron",1258,TRUE,70.1
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Catron",536,FALSE,29.9
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Chaves",11001,TRUE,67.1
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Chaves",5405,FALSE,32.9
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Cibola",4156,TRUE,60.1
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Cibola",2763,FALSE,39.9
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Colfax",2318,TRUE,50.9
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Colfax",2239,FALSE,49.1
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Curry",6737,TRUE,67.8
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Curry",3199,FALSE,32.2
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","De Baca",460,TRUE,61.9
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","De Baca",283,FALSE,38.1
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Dona Ana",35796,TRUE,59.6
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Dona Ana",24216,FALSE,40.4
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Eddy",10591,TRUE,68.5
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Eddy",4865,FALSE,31.5
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Grant",6795,TRUE,58.9
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Grant",4748,FALSE,41.1
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Guadalupe",985,TRUE,61.1
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Guadalupe",628,FALSE,38.9
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Harding",268,TRUE,59
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Harding",186,FALSE,41
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Hidalgo",764,TRUE,50.2
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Hidalgo",758,FALSE,49.8
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Lea",10133,TRUE,74.4
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Lea",3481,FALSE,25.6
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Lincoln",5090,TRUE,66
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Lincoln",2620,FALSE,34
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Los Alamos",6065,TRUE,61.5
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Los Alamos",3793,FALSE,38.5
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Luna",3049,TRUE,50.8
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Luna",2953,FALSE,49.2
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","McKinley",12567,TRUE,71.6
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","McKinley",4991,FALSE,28.4
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Mora",1474,TRUE,66.8
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Mora",732,FALSE,33.2
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Otero",10505,TRUE,62.7
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Otero",6241,FALSE,37.3
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Quay",1892,TRUE,63
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Quay",1109,FALSE,37
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Rio Arriba",8879,TRUE,72
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Rio Arriba",3460,FALSE,28
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Roosevelt",3066,TRUE,67.8
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Roosevelt",1459,FALSE,32.2
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","San Juan",23283,TRUE,63.8
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","San Juan",13191,FALSE,36.2
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","San Miguel",6541,TRUE,72.6
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","San Miguel",2473,FALSE,27.4
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Sandoval",30447,TRUE,56.1
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Sandoval",23871,FALSE,43.9
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Santa Fe",51520,TRUE,78.1
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Santa Fe",14457,FALSE,21.9
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Sierra",2636,TRUE,57
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Sierra",1991,FALSE,43
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Socorro",3334,TRUE,55.5
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Socorro",2678,FALSE,44.5
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Taos",11003,TRUE,77.8
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Taos",3134,FALSE,22.2
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Torrance",3204,TRUE,60.9
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Torrance",2053,FALSE,39.1
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Union",1007,TRUE,70.5
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Union",421,FALSE,29.5
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican","Valencia",12217,TRUE,50.8
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic","Valencia",11842,FALSE,49.2
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Bernalillo",140058,TRUE,58.2
"2018","United States Senator","New Mexico","Mick Rich","Republican","Bernalillo",61711,FALSE,25.6
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Bernalillo",38901,FALSE,16.2
"2018","United States Senator","New Mexico","Mick Rich","Republican","Catron",1075,TRUE,58.6
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Catron",550,FALSE,30
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Catron",208,FALSE,11.3
"2018","United States Senator","New Mexico","Mick Rich","Republican","Chaves",8679,TRUE,52.5
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Chaves",5272,FALSE,31.9
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Chaves",2576,FALSE,15.6
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Cibola",3904,TRUE,55.6
"2018","United States Senator","New Mexico","Mick Rich","Republican","Cibola",1800,FALSE,25.6
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Cibola",1321,FALSE,18.8
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Colfax",2317,TRUE,50.5
"2018","United States Senator","New Mexico","Mick Rich","Republican","Colfax",1594,FALSE,34.7
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Colfax",681,FALSE,14.8
"2018","United States Senator","New Mexico","Mick Rich","Republican","Curry",5863,TRUE,58.5
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Curry",2729,FALSE,27.2
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Curry",1433,FALSE,14.3
"2018","United States Senator","New Mexico","Mick Rich","Republican","De Baca",333,TRUE,42
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","De Baca",265,FALSE,33.4
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","De Baca",195,FALSE,24.6
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Dona Ana",34638,TRUE,57.1
"2018","United States Senator","New Mexico","Mick Rich","Republican","Dona Ana",18043,FALSE,29.8
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Dona Ana",7930,FALSE,13.1
"2018","United States Senator","New Mexico","Mick Rich","Republican","Eddy",8809,TRUE,56.3
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Eddy",4812,FALSE,30.8
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Eddy",2016,FALSE,12.9
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Grant",6759,TRUE,57.6
"2018","United States Senator","New Mexico","Mick Rich","Republican","Grant",3585,FALSE,30.6
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Grant",1383,FALSE,11.8
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Guadalupe",1094,TRUE,65.5
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Guadalupe",289,FALSE,17.3
"2018","United States Senator","New Mexico","Mick Rich","Republican","Guadalupe",286,FALSE,17.1
"2018","United States Senator","New Mexico","Mick Rich","Republican","Harding",199,TRUE,41.4
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Harding",198,FALSE,41.2
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Harding",84,FALSE,17.5
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Hidalgo",787,TRUE,50
"2018","United States Senator","New Mexico","Mick Rich","Republican","Hidalgo",604,FALSE,38.4
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Hidalgo",183,FALSE,11.6
"2018","United States Senator","New Mexico","Mick Rich","Republican","Lea",8870,TRUE,64.7
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Lea",3305,FALSE,24.1
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Lea",1533,FALSE,11.2
"2018","United States Senator","New Mexico","Mick Rich","Republican","Lincoln",4114,TRUE,52.7
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Lincoln",2615,FALSE,33.5
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Lincoln",1071,FALSE,13.7
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Los Alamos",5798,TRUE,56.5
"2018","United States Senator","New Mexico","Mick Rich","Republican","Los Alamos",2564,FALSE,25
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Los Alamos",1904,FALSE,18.5
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Luna",3005,TRUE,49
"2018","United States Senator","New Mexico","Mick Rich","Republican","Luna",2313,FALSE,37.7
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Luna",817,FALSE,13.3
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","McKinley",12350,TRUE,68
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","McKinley",2990,FALSE,16.5
"2018","United States Senator","New Mexico","Mick Rich","Republican","McKinley",2832,FALSE,15.6
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Mora",1558,TRUE,68.6
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Mora",358,FALSE,15.8
"2018","United States Senator","New Mexico","Mick Rich","Republican","Mora",356,FALSE,15.7
"2018","United States Senator","New Mexico","Mick Rich","Republican","Otero",8442,TRUE,49.6
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Otero",6355,FALSE,37.3
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Otero",2227,FALSE,13.1
"2018","United States Senator","New Mexico","Mick Rich","Republican","Quay",1527,TRUE,50.1
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Quay",1004,FALSE,33
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Quay",516,FALSE,16.9
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Rio Arriba",8735,TRUE,69.6
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Rio Arriba",1957,FALSE,15.6
"2018","United States Senator","New Mexico","Mick Rich","Republican","Rio Arriba",1865,FALSE,14.9
"2018","United States Senator","New Mexico","Mick Rich","Republican","Roosevelt",2599,TRUE,56.8
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Roosevelt",1251,FALSE,27.3
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Roosevelt",725,FALSE,15.8
"2018","United States Senator","New Mexico","Mick Rich","Republican","San Juan",17980,TRUE,48.4
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","San Juan",12412,FALSE,33.4
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","San Juan",6771,FALSE,18.2
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","San Miguel",6591,TRUE,72.3
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","San Miguel",1271,FALSE,13.9
"2018","United States Senator","New Mexico","Mick Rich","Republican","San Miguel",1254,FALSE,13.8
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Sandoval",28182,TRUE,51
"2018","United States Senator","New Mexico","Mick Rich","Republican","Sandoval",17743,FALSE,32.1
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Sandoval",9322,FALSE,16.9
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Santa Fe",49979,TRUE,74.6
"2018","United States Senator","New Mexico","Mick Rich","Republican","Santa Fe",9467,FALSE,14.1
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Santa Fe",7526,FALSE,11.2
"2018","United States Senator","New Mexico","Mick Rich","Republican","Sierra",2045,TRUE,43.4
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Sierra",1914,FALSE,40.6
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Sierra",757,FALSE,16.1
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Socorro",3393,TRUE,55.4
"2018","United States Senator","New Mexico","Mick Rich","Republican","Socorro",1660,FALSE,27.1
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Socorro",1076,FALSE,17.6
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Taos",10813,TRUE,75.3
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Taos",2061,FALSE,14.3
"2018","United States Senator","New Mexico","Mick Rich","Republican","Taos",1492,FALSE,10.4
"2018","United States Senator","New Mexico","Mick Rich","Republican","Torrance",2423,TRUE,45.5
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Torrance",1976,FALSE,37.1
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Torrance",921,FALSE,17.3
"2018","United States Senator","New Mexico","Mick Rich","Republican","Union",876,TRUE,60.7
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Union",326,FALSE,22.6
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Union",241,FALSE,16.7
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic","Valencia",11514,TRUE,47.2
"2018","United States Senator","New Mexico","Mick Rich","Republican","Valencia",8785,FALSE,36
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian","Valencia",4115,FALSE,16.9
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Bernalillo",193702,TRUE,62.1
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Bernalillo",116097,FALSE,37.2
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Bernalillo",2197,FALSE,0.7
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Bernalillo",101,FALSE,0
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Bernalillo",10,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Bernalillo",6,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Catron",1695,TRUE,74
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Catron",595,FALSE,26
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Catron",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Catron",0,FALSE,0
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Catron",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Catron",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Chaves",15645,TRUE,70.9
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Chaves",6362,FALSE,28.8
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Chaves",58,FALSE,0.3
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Chaves",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Chaves",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Chaves",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Cibola",4738,TRUE,54.3
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Cibola",3957,FALSE,45.4
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Cibola",21,FALSE,0.2
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Cibola",5,FALSE,0.1
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Cibola",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Cibola",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Colfax",3271,TRUE,55.5
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Colfax",2611,FALSE,44.3
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Colfax",13,FALSE,0.2
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Colfax",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Colfax",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Colfax",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Curry",10440,TRUE,70.4
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Curry",4273,FALSE,28.8
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Curry",112,FALSE,0.8
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Curry",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Curry",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Curry",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","De Baca",656,TRUE,74.5
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","De Baca",224,FALSE,25.5
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","De Baca",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","De Baca",0,FALSE,0
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","De Baca",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","De Baca",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Dona Ana",47950,TRUE,59.1
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Dona Ana",32792,FALSE,40.4
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Dona Ana",392,FALSE,0.5
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Dona Ana",6,FALSE,0
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Dona Ana",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Dona Ana",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Eddy",17437,TRUE,76
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Eddy",5408,FALSE,23.6
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Eddy",96,FALSE,0.4
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Eddy",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Eddy",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Eddy",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Grant",7576,TRUE,53.5
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Grant",6544,FALSE,46.2
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Grant",32,FALSE,0.2
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Grant",6,FALSE,0
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Grant",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Grant",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Guadalupe",1234,TRUE,57.2
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Guadalupe",917,FALSE,42.5
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Guadalupe",5,FALSE,0.2
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Guadalupe",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Guadalupe",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Guadalupe",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Harding",319,TRUE,64.3
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Harding",177,FALSE,35.7
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Harding",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Harding",0,FALSE,0
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Harding",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Harding",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Hidalgo",1116,TRUE,57.5
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Hidalgo",821,FALSE,42.3
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Hidalgo",5,FALSE,0.3
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Hidalgo",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Hidalgo",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Hidalgo",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Lea",16525,TRUE,80.1
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Lea",4049,FALSE,19.6
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Lea",56,FALSE,0.3
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Lea",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Lea",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Lea",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Lincoln",6942,TRUE,68.3
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Lincoln",3186,FALSE,31.3
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Lincoln",36,FALSE,0.4
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Lincoln",7,FALSE,0.1
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Lincoln",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Lincoln",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Los Alamos",7554,TRUE,62.3
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Los Alamos",4278,FALSE,35.3
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Los Alamos",289,FALSE,2.4
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Los Alamos",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Los Alamos",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Los Alamos",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Luna",4408,TRUE,55.2
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Luna",3563,FALSE,44.6
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Luna",20,FALSE,0.3
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Luna",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Luna",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Luna",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","McKinley",18027,TRUE,69.6
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","McKinley",7765,FALSE,30
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","McKinley",62,FALSE,0.2
"2020","President of the United States","New Mexico","Howie Hawkins","Green","McKinley",48,FALSE,0.2
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","McKinley",12,FALSE,0
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","McKinley",0,FALSE,0
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Mora",1740,TRUE,66
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Mora",898,FALSE,34
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Mora",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Mora",0,FALSE,0
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Mora",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Mora",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Otero",14510,TRUE,62.8
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Otero",8460,FALSE,36.6
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Otero",123,FALSE,0.5
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Otero",0,FALSE,0
"2020","President of the United States","New Mexico","Howie Hawkins","Green","Otero",0,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle","Constitution","Otero",0,FALSE,0
"2020","President of the United States","New Mexico","Donald J. Trump","Republican","Quay",2634,TRUE,69.4
"2020","President of the United States","New Mexico","Joseph R. Biden","Democratic","Quay",1154,FALSE,30.4
"2020","President of the United States","New Mexico","Jo Jorgensen","Libertarian","Quay",6,FALSE,0.2
"2020","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Quay",0,FALSE,0
