"election_date","office_name","district_name","candidate_name","candidate_party_name","county_name","votes","is_winner","pct"
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Lincoln",2940,FALSE,45.3
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Los Alamos",4232,TRUE,52.2
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Los Alamos",3869,FALSE,47.8
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Luna",3668,TRUE,62.5
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Luna",2202,FALSE,37.5
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","McKinley",13219,TRUE,78.1
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","McKinley",3705,FALSE,21.9
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Mora",1515,TRUE,65.5
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Mora",798,FALSE,34.5
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Otero",7643,TRUE,54.9
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Otero",6288,FALSE,45.1
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Quay",1967,TRUE,63.2
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Quay",1146,FALSE,36.8
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Rio Arriba",7629,TRUE,73.3
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Rio Arriba",2777,FALSE,26.7
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Roosevelt",2078,TRUE,52.9
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Roosevelt",1848,FALSE,47.1
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","San Juan",15467,TRUE,50.5
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","San Juan",15184,FALSE,49.5
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","San Miguel",6398,TRUE,72.9
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","San Miguel",2384,FALSE,27.1
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Sandoval",20808,TRUE,58
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Sandoval",15086,FALSE,42
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Santa Fe",35677,TRUE,75.3
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Santa Fe",11730,FALSE,24.7
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Sierra",2202,TRUE,53.2
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Sierra",1938,FALSE,46.8
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Socorro",3490,TRUE,57.2
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Socorro",2612,FALSE,42.8
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Taos",8500,TRUE,75.4
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Taos",2772,FALSE,24.6
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Torrance",2804,TRUE,52.9
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Torrance",2496,FALSE,47.1
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Union",714,TRUE,52.1
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Union",656,FALSE,47.9
"2006","State Treasurer","New Mexico","James B. Lewis","Democratic","Valencia",10910,TRUE,55.7
"2006","State Treasurer","New Mexico","Demesia Padilla","Republican","Valencia",8673,FALSE,44.3
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Bernalillo",136747,TRUE,70.5
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Bernalillo",57046,FALSE,29.4
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Bernalillo",196,FALSE,0.1
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Catron",919,TRUE,53.8
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Catron",786,FALSE,46
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Catron",2,FALSE,0.1
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Chaves",9561,TRUE,60.5
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Chaves",6214,FALSE,39.3
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Chaves",20,FALSE,0.1
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Cibola",4888,TRUE,79.2
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Cibola",1276,FALSE,20.7
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Cibola",11,FALSE,0.2
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Colfax",3667,TRUE,75
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Colfax",1222,FALSE,25
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Colfax",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Curry",5203,TRUE,57.2
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Curry",3891,FALSE,42.8
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Curry",5,FALSE,0.1
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","De Baca",611,TRUE,69.3
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","De Baca",271,FALSE,30.7
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","De Baca",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Dona Ana",26434,TRUE,68.4
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Dona Ana",12188,FALSE,31.5
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Dona Ana",33,FALSE,0.1
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Eddy",9497,TRUE,67
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Eddy",4670,FALSE,33
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Eddy",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Grant",7823,TRUE,75.5
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Grant",2537,FALSE,24.5
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Grant",6,FALSE,0.1
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Guadalupe",1594,TRUE,87.5
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Guadalupe",228,FALSE,12.5
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Guadalupe",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Harding",427,TRUE,72.7
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Harding",160,FALSE,27.3
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Harding",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Hidalgo",1055,TRUE,72.8
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Hidalgo",394,FALSE,27.2
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Hidalgo",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Lea",5297,TRUE,57
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Lea",4001,FALSE,43
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Lea",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Lincoln",3826,TRUE,57.4
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Lincoln",2841,FALSE,42.6
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Lincoln",2,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Los Alamos",6016,TRUE,70.3
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Los Alamos",2545,FALSE,29.7
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Los Alamos",1,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Luna",4175,TRUE,69.4
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Luna",1843,FALSE,30.6
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Luna",2,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","McKinley",14962,TRUE,86.2
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","McKinley",2376,FALSE,13.7
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","McKinley",12,FALSE,0.1
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Mora",2026,TRUE,85.3
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Mora",349,FALSE,14.7
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Mora",1,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Otero",8409,TRUE,58.9
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Otero",5865,FALSE,41.1
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Otero",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Quay",2231,TRUE,69.5
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Quay",981,FALSE,30.5
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Quay",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Rio Arriba",9298,TRUE,87.4
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Rio Arriba",1341,FALSE,12.6
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Rio Arriba",1,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Roosevelt",2578,TRUE,62.7
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Roosevelt",1527,FALSE,37.2
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Roosevelt",4,FALSE,0.1
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","San Juan",16189,TRUE,51.3
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","San Juan",15351,FALSE,48.7
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","San Juan",2,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","San Miguel",7816,TRUE,87.9
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","San Miguel",1069,FALSE,12
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","San Miguel",2,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Sandoval",24876,TRUE,68.4
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Sandoval",11457,FALSE,31.5
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Sandoval",39,FALSE,0.1
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Santa Fe",40885,TRUE,84.5
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Santa Fe",7503,FALSE,15.5
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Santa Fe",13,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Sierra",2729,TRUE,64.4
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Sierra",1507,FALSE,35.6
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Sierra",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Socorro",4676,TRUE,75
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Socorro",1557,FALSE,25
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Socorro",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Taos",10207,TRUE,89.1
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Taos",1246,FALSE,10.9
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Taos",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Torrance",3529,TRUE,65.4
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Torrance",1861,FALSE,34.5
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Torrance",2,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Union",848,TRUE,59.7
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Union",572,FALSE,40.3
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Union",0,FALSE,0
"2006","United States Senator","New Mexico","Jeff Bingaman","Democratic","Valencia",13948,TRUE,70.2
"2006","United States Senator","New Mexico","Allen W. McCulloch, Md","Republican","Valencia",5919,FALSE,29.8
"2006","United States Senator","New Mexico","Orlin G. Cole","No Party Affiliation","Valencia",14,FALSE,0.1
"2008","President of the United States","New Mexico","Barack Obama","Democratic","Bernalillo",171556,TRUE,60
"2008","President of the United States","New Mexico","John McCain","Republican","Bernalillo",110521,FALSE,38.7
"2008","President of the United States","New Mexico","Ralph Nader","Independent","Bernalillo",1779,FALSE,0.6
"2008","President of the United States","New Mexico","Bob Barr","Libertarian","Bernalillo",940,FALSE,0.3
"2008","President of the United States","New Mexico","Chuck Baldwin","Constitution","Bernalillo",501,FALSE,0.2
"2008","President of the United States","New Mexico","Cynthia Mckinney","Green","Bernalillo",481,FALSE,0.2
"2008","President of the United States","New Mexico","John McCain","Republican","Catron",1398,TRUE,66.2
"2008","President of the United States","New Mexico","Barack Obama","Democratic","Catron",664,FALSE,31.4
"2008","President of the United States","New Mexico","Chuck Baldwin","Constitution","Catron",20,FALSE,0.9
"2008","President of the United States","New Mexico","Ralph Nader","Independent","Catron",14,FALSE,0.7
"2008","President of the United States","New Mexico","Bob Barr","Libertarian","Catron",10,FALSE,0.5
"2008","President of the United States","New Mexico","Cynthia Mckinney","Green","Catron",6,FALSE,0.3
"2008","President of the United States","New Mexico","John McCain","Republican","Chaves",13651,TRUE,61.7
"2008","President of the United States","New Mexico","Barack Obama","Democratic","Chaves",8197,FALSE,37.1
"2008","President of the United States","New Mexico","Ralph Nader","Independent","Chaves",141,FALSE,0.6
"2008","President of the United States","New Mexico","Bob Barr","Libertarian","Chaves",54,FALSE,0.2
"2008","President of the United States","New Mexico","Chuck Baldwin","Constitution","Chaves",35,FALSE,0.2
"2008","President of the United States","New Mexico","Cynthia Mckinney","Green","Chaves",34,FALSE,0.2
"2008","President of the United States","New Mexico","Barack Obama","Democratic","Cibola",5827,TRUE,64.1
"2008","President of the United States","New Mexico","John McCain","Republican","Cibola",3131,FALSE,34.4
"2008","President of the United States","New Mexico","Ralph Nader","Independent","Cibola",73,FALSE,0.8
"2008","President of the United States","New Mexico","Chuck Baldwin","Constitution","Cibola",31,FALSE,0.3
"2008","President of the United States","New Mexico","Cynthia Mckinney","Green","Cibola",23,FALSE,0.3
"2008","President of the United States","New Mexico","Bob Barr","Libertarian","Cibola",12,FALSE,0.1
"2008","President of the United States","New Mexico","Barack Obama","Democratic","Colfax",3490,TRUE,54.7
"2008","President of the United States","New Mexico","John McCain","Republican","Colfax",2805,FALSE,43.9
"2008","President of the United States","New Mexico","Ralph Nader","Independent","Colfax",58,FALSE,0.9
"2008","President of the United States","New Mexico","Cynthia Mckinney","Green","Colfax",12,FALSE,0.2
"2008","President of the United States","New Mexico","Chuck Baldwin","Constitution","Colfax",10,FALSE,0.2
"2008","President of the United States","New Mexico","Bob Barr","Libertarian","Colfax",9,FALSE,0.1
"2008","President of the United States","New Mexico","John McCain","Republican","Curry",9599,TRUE,66.5
"2008","President of the United States","New Mexico","Barack Obama","Democratic","Curry",4670,FALSE,32.3
"2008","President of the United States","New Mexico","Ralph Nader","Independent","Curry",92,FALSE,0.6
"2008","President of the United States","New Mexico","Bob Barr","Libertarian","Curry",33,FALSE,0.2
"2008","President of the United States","New Mexico","Chuck Baldwin","Constitution","Curry",23,FALSE,0.2
"2008","President of the United States","New Mexico","Cynthia Mckinney","Green","Curry",21,FALSE,0.1
